,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,text_original
3412,623498942,False,finalized,4,12/12/14 2:27,3,0.7341,Tue Dec 09 01:42:30 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3413,623498943,False,finalized,3,12/12/14 21:19,3,1.0,Tue Dec 09 01:44:55 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['action', 'polic', 'praetorian', 'guard', 'work', 'unawar', 'rich']",@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.
3414,623498944,False,finalized,3,12/11/14 21:56,3,0.6972,Tue Dec 09 01:45:42 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3415,623498945,False,finalized,6,12/12/14 14:24,5,0.5036,Tue Dec 09 01:45:53 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3416,623498946,False,finalized,4,12/12/14 9:06,3,0.7253,Tue Dec 09 01:46:13 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3417,623498947,False,finalized,6,12/11/14 22:27,1,0.6577,Tue Dec 09 01:46:45 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3418,623498948,False,finalized,6,12/11/14 19:12,3,0.6521,Tue Dec 09 01:48:00 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3419,623498949,False,finalized,6,12/12/14 15:01,1,0.4815,Tue Dec 09 01:48:42 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3420,623498950,False,finalized,4,12/12/14 9:04,3,0.7253,Tue Dec 09 01:49:03 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3421,623498951,False,finalized,6,12/11/14 21:16,3,0.6538,Tue Dec 09 01:49:22 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['lg', 'appl', 'iphon', 'plu', 'comparison', 'appl', 'play', 'catch']","An LG G3, Apple iPhone 6 Plus Comparison - Apple Plays Catch-Up @LGUS, @Apple, #ComparePhones, #AppleVsLG -... http://t.co/UmM3hC6i3C"
3422,623498952,False,finalized,3,12/11/14 19:59,3,0.6722,Tue Dec 09 01:50:24 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3423,623498953,False,finalized,3,12/12/14 2:00,3,0.6642,Tue Dec 09 01:50:32 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3424,623498954,False,finalized,3,12/12/14 20:48,1,1.0,Tue Dec 09 01:51:55 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['fuck', 'weak', 'ass', 'iphon']",@Apple fuck u n this weak ass iPhone
3425,623498955,False,finalized,3,12/12/14 22:12,3,1.0,Tue Dec 09 01:52:44 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3426,623498956,False,finalized,6,12/12/14 9:21,3,0.6442,Tue Dec 09 01:54:06 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3427,623498957,False,finalized,3,12/11/14 21:17,3,0.6722,Tue Dec 09 01:54:40 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3428,623498958,False,finalized,3,12/12/14 3:00,5,0.6781,Tue Dec 09 01:56:41 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3429,623498959,False,finalized,3,12/11/14 21:26,3,0.6828,Tue Dec 09 01:56:54 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3430,623498960,False,finalized,3,12/12/14 20:46,3,1.0,Tue Dec 09 01:57:39 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3431,623498961,False,finalized,3,12/12/14 3:09,1,0.66,Tue Dec 09 01:57:49 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['cocki', 'ass', 'appl', 'talk', 'bout', 'da', 'fruit', 'fuck']",cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/nxK3gcg7v0
3432,623498962,False,finalized,3,12/11/14 21:16,3,0.6843,Tue Dec 09 02:01:01 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['hey', 'bro', 'check', 'ipod']","@TeamCavuto @SharNeal @Apple 'Hey Bro, can I check out that ipod while I'm down here?'"
3433,623498963,False,finalized,6,12/12/14 14:28,5,0.3457,Tue Dec 09 02:01:20 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3434,623498964,False,finalized,3,12/12/14 20:01,3,1.0,Tue Dec 09 02:01:39 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3435,623498965,False,finalized,3,12/12/14 4:05,1,1.0,Tue Dec 09 02:05:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['lmfao', 'rt', 'cocki', 'ass', 'appl', 'talk', 'bout', 'da', 'fruit', 'fuck']",Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ
3436,623498966,False,finalized,3,12/12/14 22:00,5,0.6825,Tue Dec 09 02:06:43 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['lead', 'android', 'fansit', 'recommend', 'appl', 'inc', 'ipad', 'air', 'best', 'tablet']",Leading Android fansite recommends Apple Inc iPad Air 2 as best tablet in ... http://t.co/RkGpcFlV7q #AAPL
3437,623498967,False,finalized,4,12/12/14 9:04,3,0.7253,Tue Dec 09 02:07:25 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3438,623498968,False,finalized,3,12/12/14 3:47,1,0.6888,Tue Dec 09 02:09:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3439,623498969,False,finalized,4,12/11/14 14:05,1,1.0,Tue Dec 09 02:09:52 +0000 2014,5.42e+17,#AAPL OR @Apple,,['fuck'],FUCK YOU @Apple
3440,623498970,False,finalized,6,12/12/14 2:53,3,0.501,Tue Dec 09 02:10:16 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3441,623498971,False,finalized,3,12/11/14 22:16,3,0.6464,Tue Dec 09 02:10:26 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3442,623498972,False,finalized,3,12/12/14 21:47,3,0.6841,Tue Dec 09 02:12:45 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3443,623498973,False,finalized,6,12/12/14 0:47,3,0.3436,Tue Dec 09 02:12:47 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3444,623498974,False,finalized,3,12/11/14 22:07,3,1.0,Tue Dec 09 02:13:18 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3445,623498975,False,finalized,3,12/11/14 21:02,3,0.6722,Tue Dec 09 02:13:43 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3446,623498976,False,finalized,6,12/12/14 19:53,3,0.5042,Tue Dec 09 02:13:45 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['misplac', 'neil', 'protest', 'citi', 'hal', 'mayor', 'offic', 'polic', 'station', 'appl']","@TeamCavuto @USAlivestrong @Apple Misplaced Neil. They should protest At city hal and the mayors office, and Police Station. Not Apple."
3447,623498977,False,finalized,3,12/12/14 14:08,3,0.6651,Tue Dec 09 02:13:50 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3448,623498978,False,finalized,3,12/11/14 22:09,1,0.665,Tue Dec 09 02:14:03 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3449,623498979,False,finalized,6,12/12/14 19:54,3,0.6834,Tue Dec 09 02:14:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3450,623498980,False,finalized,3,12/12/14 8:47,5,0.6708,Tue Dec 09 02:14:40 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['make', 'smarter', 'elev', 'app', 'year', 'congratul', 'team']",RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
3451,623498981,False,finalized,6,12/12/14 14:28,5,0.3457,Tue Dec 09 02:14:46 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3452,623498982,False,finalized,3,12/12/14 19:59,3,1.0,Tue Dec 09 02:14:48 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3453,623498983,False,finalized,3,12/12/14 20:45,1,0.6804,Tue Dec 09 02:15:16 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['oh', 'live', 'stream', 'tv', 'blow']",Oh @espn your live streaming on @apple tv blows.
3454,623498984,False,finalized,3,12/11/14 20:52,3,1.0,Tue Dec 09 02:16:28 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['maci', 'store', 'block']",@TeamCavuto @charliekirk11 @Apple what did Macy's have to do with it or the other stores they blocked?
3455,623498985,False,finalized,4,12/12/14 9:04,3,0.7253,Tue Dec 09 02:17:28 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3456,623498986,False,finalized,3,12/12/14 2:36,3,1.0,Tue Dec 09 02:18:05 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3457,623498987,False,finalized,3,12/11/14 22:27,1,0.6591,Tue Dec 09 02:18:23 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3458,623498988,False,finalized,4,12/11/14 14:05,3,1.0,Tue Dec 09 02:18:29 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3459,623498989,False,finalized,3,12/12/14 21:40,3,0.6538,Tue Dec 09 02:18:54 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3460,623498990,False,finalized,3,12/12/14 12:11,3,0.6474,Tue Dec 09 02:19:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['make', 'receiv', 'call', 'iphon', 'might', 'abl', 'make', 'receiv', 'call', 'yo']",If you can't make or receive calls on your iPhone: You might not be able to make or receive calls on yo... http://t.co/9bqhLAkDRZ @apple
3461,623498991,False,finalized,6,12/12/14 4:58,1,0.3512,Tue Dec 09 02:23:03 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3462,623498992,False,finalized,3,12/11/14 22:27,3,0.6445,Tue Dec 09 02:24:11 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3463,623498993,False,finalized,6,12/12/14 21:27,1,0.6876,Tue Dec 09 02:25:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['batteri', 'die', 'quick']",Why does my battery die so quick @apple
3464,623498994,False,finalized,3,12/12/14 21:13,3,1.0,Tue Dec 09 02:26:57 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3465,623498995,False,finalized,3,12/12/14 14:08,3,0.6552,Tue Dec 09 02:27:18 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['phoni', 'anger', 'protestor', 'realli', 'care', 'black', 'die', 'chicago']",@teamcavuto @apple It's all phony anger. These protestors don't really care about blacks dieing or how. If they did they'd be after Chicago.
3466,623498996,False,finalized,3,12/12/14 8:54,3,0.7079,Tue Dec 09 02:27:42 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['rule', 'protest', 'pick', 'spare', 'lighten', 'cabl']",@TeamCavuto @stuntbrain @Apple No rule against protesting and picking up a spare lightening cable
3467,623498997,False,finalized,3,12/11/14 22:07,3,1.0,Tue Dec 09 02:28:20 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3468,623498998,False,finalized,4,12/12/14 2:30,3,0.7325,Tue Dec 09 02:29:24 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3469,623498999,False,finalized,3,12/12/14 21:51,3,0.6538,Tue Dec 09 02:30:14 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3470,623499000,False,finalized,3,12/11/14 21:13,3,0.6672,Tue Dec 09 02:31:10 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3471,623499001,False,finalized,3,12/12/14 1:24,1,1.0,Tue Dec 09 02:33:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['airplay', 'suck', 'yosemit']",@Apple airplay sucks on Yosemite
3472,623499002,False,finalized,3,12/12/14 19:41,3,0.6544,Tue Dec 09 02:34:14 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3473,623499003,False,finalized,6,12/12/14 15:50,1,0.5094,Tue Dec 09 02:35:40 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3474,623499004,False,finalized,3,12/12/14 19:36,3,0.6434,Tue Dec 09 02:37:12 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3475,623499005,False,finalized,3,12/11/14 21:56,3,0.6367,Tue Dec 09 02:40:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3476,623499006,False,finalized,3,12/11/14 18:44,1,1.0,Tue Dec 09 02:41:17 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['thank', 'almost', 'burn', 'hous']",@ok_fatty @apple thanks 4 almost burning my house down
3477,623499007,False,finalized,3,12/12/14 21:19,3,0.6725,Tue Dec 09 02:41:54 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['everybodi', 'els', 'track', 'stuff', 'show', 'great', 'small', 'packag', 'track']","@apple everybody else can track when stuff will show up, why can't you?  #USPS has great small package tracking."
3478,623499008,False,finalized,4,12/12/14 9:06,3,0.7253,Tue Dec 09 02:44:35 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3479,623499009,False,finalized,3,12/12/14 2:50,5,0.657,Tue Dec 09 02:46:12 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3480,623499010,False,finalized,3,12/12/14 16:15,3,0.6823,Tue Dec 09 02:46:56 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['good', 'call', 'thought', 'go', 'compet', 'dropbox', 'etc', 'bad', 'sign', 'like', 'macpro', 'std', 'gb', 'hd']","@panic @jpetersen good call I thought @Apple was going to compete with dropbox, @droplr etc. This is a bad sign like my MacPro std 250GB HD"
3481,623499011,False,finalized,3,12/12/14 15:01,1,1.0,Tue Dec 09 02:49:52 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['serious', 'ing', 'hate', 'new', 'version', 'itun', 'spend', 'hour', 'tri', 'figur', 'synch', 'delet', 'everyth']",I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.
3482,623499012,False,finalized,3,12/12/14 19:41,1,1.0,Tue Dec 09 02:53:47 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['heck', 'phone', 'screen', 'look', 'like', 'lost', 'battl', 'windstorm']",@Apple!! What the heck??? My phone screen looks like it lost a battle with a windstorm! http://t.co/HcTgCIjxBS
3483,623499013,False,finalized,3,12/12/14 2:58,5,0.6665,Tue Dec 09 02:54:17 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['congrat', 'mean', 'use', 'right']","Congrats @Apple I mean he wasn't using @googlehangouts_, right? #Apple #Google http://t.co/A3kHN5Hzk8"
3484,623499014,False,finalized,3,12/12/14 21:13,3,1.0,Tue Dec 09 02:56:16 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3485,623499015,False,finalized,3,12/12/14 15:04,3,1.0,Tue Dec 09 03:00:25 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3486,623499016,False,finalized,3,12/11/14 20:31,3,1.0,Tue Dec 09 03:06:05 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['steve', 'wozniak', 'call', 'legendari', 'garag', 'bit', 'myth']",RT @smartoutsource1: Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR
3487,623499017,False,finalized,3,12/12/14 15:02,3,1.0,Tue Dec 09 03:07:23 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3488,623499018,False,finalized,3,12/12/14 21:34,1,0.6884,Tue Dec 09 03:08:18 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['democrat', 'fund', 'ow', 'ampaid', 'protest', 'distract', 'democrat', 'failur', 'aca', 'amnesti', 'tax', 'debt', 'economi']","@TeamCavuto @Rowdman53 @Apple It's democrat funded OWS &amp;paid protesters distraction from democrat failures ACA, Amnesty,taxes,debt,economy"
3489,623499019,False,finalized,6,12/12/14 21:27,3,0.4957,Tue Dec 09 03:12:12 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['receiv', 'gotta', 'wait', 'approv', 'app']",Just received my @auugmotionsynth. Just gotta wait for @apple to approve their app now!
3490,623499020,False,finalized,3,12/12/14 11:18,5,0.6635,Tue Dec 09 03:13:30 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3491,623499021,False,finalized,3,12/12/14 1:24,3,0.6868,Tue Dec 09 03:19:22 +0000 2014,5.42e+17,#AAPL OR @Apple,,"['protest', 'stage', 'protest', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
